Namr,Address1,Address2,Address3,Authority,Postcode,UPRN
Wordsley,Wordsley Green,Dudley,West Midlands,Dudley,DY8 5PD,90141230
Basildon Library,"The Basildon Centre, St. Martin's Square",Basildon,Essex,Essex,SS14 1EE,S101210
Billericay Library,143 High Street,Billericay,Essex,Essex,CM12 9AB,S100595
Braintree Library,Fairfield Road,Braintree,Essex,Essex,CM7 3YL,S102339
Brentwood Library,New Road,Brentwood,Essex,Essex,CM14 4BP,S102002
Brightlingsea Library,New Street,Colchester,Essex,Essex,CO7 0BZ,S100016
Broomfield Library,180 Main Road,Chelmsford,Essex,Essex,CM1 7AH,S101270
Buckhurst Hill Library,165 Queens Road,Buckhurst Hill,Essex,Essex,IG9 5AZ,S100229
Burnham-on-Crouch Library,103 Station Road,Burnham-on-Crouch,Essex,Essex,CM0 8HQ,S103251
Canvey Island Library,3 High Street,Canvey Island,Essex,Essex,SS8 7RB,S104877
Chelmsford Library,"PO Box 882, Market Road",Chelmsford,Essex,Essex,CM1 1LH,S100936
Chigwell Library,Hainault Road,Chigwell,Essex,Essex,IG7 6QX,S104801
Chipping Ongar Library,"The Pleasance, High Street",Chipping Ongar,Essex,Essex,CM5 9AB,S102487
Clacton Library,Station Road,Clacton-on-Sea,Essex,Essex,CO15 1SF,S100605
Coggeshall Library,"The Friends' Meeting House, Stoneham Street",Colchester,Essex,Essex,CO6 1UH,S100311
Colchester Library,Trinity Square,Colchester,Essex,Essex,CO1 1JB,S101950
Danbury Library,"18 Main Road, Danbury",Chelmsford,Essex,Essex,CM3 4NQ,S101250
Debden Library,"Epping Forest College, Borders Lane ",Loughton,Essex,Essex,IG10 3SA,S104535
Dunmow Library,47 White Hart Way,Dunmow,Essex,Essex,CM6 1FS,S104428
Earls Colne Library,"William Hunt Reading Room & Library, 38 High Street",Earls Colne,Essex,Essex,CO6 2PA,S100107
Epping Library,St. John's Road,Epping,Essex,Essex,CM16 5DN,S100033
Frinton Library,59 Old Road,Frinton-on-Sea,Essex,Essex,CO13 9DA,S101838
Fryerns library,Whitmore Way,Basildon,Essex,Essex,SS14 2NN,S104724
Galleywood Library,Watchouse Road,Chelmsford,Essex,Essex,CM2 8PU,S101901
Great Baddow Library,27 High Street,Chelmsford,Essex,Essex,CM2 7HH,S101714
Great Parndon Library,"Parnall Road, Staple Tye",Harlow,Essex,Essex,CM18 7PP,S100270
Great Tarpots library,127 London Road,Benfleet,Essex,Essex,SS7 5UH,S104829
Great Wakering Library,16 High Street,Southend-on-Sea,Essex,Essex,SS3 0EQ,S102903
Greenstead Library,Hawthorne Avenue,Colchester,Essex,Essex,CO4 3QE,S101507
Hadleigh Library,180 London Road,Benfleet,Essex,Essex,SS7 2PD,S100414
Halstead Library,Bridge Street,Halstead,Essex,Essex,CO9 1HU,S100546
Harlow Library,The High,Harlow,Essex,Essex,CM20 1HA,S100486/S101733
Harwich Library,Upper Kingsway,Harwich,Essex,Essex,CO12 3JT,S100557
Hatfield Peverel Library,The Street,Chelmsford,Essex,Essex,CM3 2DP,S100148
Hockley Library,Southend Road,Hockley,Essex,Essex,SS5 4PZ,S100633
Holland Library,"Public Hall, Frinton Road",Clacton-on-Sea,Essex,Essex,CO15 5UR,S101011
Hullbridge Library,Ferry Road,Hockley,Essex,Essex,SS5 6ET,S100765
Ingatestone Library,High Street,Ingatestone,Essex,Essex,CM4 9EU,S101917
Kelvedon Library,"Aylett's Foundation School, Maldon Road",Kelvedon,Essex,Essex,CO5 9BA,S100856
Laindon Library,5-7 New Century Road,Basildon,Essex,Essex,SS15 6AG,S104874
Loughton Library,Traps Hill,Loughton,Essex,Essex,IG10 1HD,S101931
Maldon Library,"Carmelite House, White Horse Lane",Maldon,Essex,Essex,CM9 5FW,S103035
Manningtree Library,High Street,Manningtree,Essex,Essex,CO11 1AD,S100607
Mark Hall Library,The Stow,Harlow,Essex,Essex,CM20 3AP,S101003
North Melbourne Library,"Dickens Place, Copperfield Road",Chelmsford,Essex,Essex,CM1 4UU,S102145
North Weald Library,138 High Road,Epping,Essex,Essex,CM16 6BZ,S104723
Old Harlow Library,30 High Street,Old Harlow,Essex,Essex,CM17 0DW,S101874
Pitsea Library,Community Centre,Pitsea,Essex,Essex,SS13 3DU,S101213
Prettygate Library,44 Prettygate Road,Colchester,Essex,Essex,CO3 4EQ,S100061
Rayleigh Library,132-134 High Street,Rayleigh,Essex,Essex,SS6 7BX,S100870
Rochford Library,8 Roche Close,Rochford,Essex,Essex,SS4 1PX,S104446
Saffron Walden Library,2 King Street,Saffron Walden,Essex,Essex,CB10 1ES,S104555
Shenfield Library,63 Hutton Road,Brentwood,Essex,Essex,CM15 8NJ,S101569
Sible Hedingham Library,169 Swan Street,Halstead,Essex,Essex,CO9 3PX,S104586
Silver End Library,10 The Broadway,Witham,Essex,Essex,CM8 3RB,S104440
South Benfleet Library,264 High Road,Benfleet,Essex,Essex,SS7 5HD,S101540
South Woodham Ferrers Library,Trinity Square,Chelmsford,Essex,Essex,CM3 5JU,S102889
Southminster Library,Queenborough Road,Southminster,Essex,Essex,CM0 7AD,S105010
Stansted Library,"Crafton Green, 72 Chapel Hill",Stansted Mountfitchet,Essex,Essex,CM24 8AQ,
Stanway Library,10 Villa Road,Colchester,Essex,Essex,CO3 0RH,S101947
Stock Library,Swan Lane,Ingatestone,Essex,Essex,CM4 9BQ,S100363
Thaxted Library,7 Town Street,Dunmow,Essex,Essex,CM6 2LD,S104956
Tiptree Library,Rectory Road,Colchester,Essex,Essex,CO5 0SX,S101485
Tye Green Library,Tilegate Road,Harlow,Essex,Essex,CM18 6LU,S101247
Vange Library,Southview Road,Basildon,Essex,Essex,SS16 4ET,S102785
Waltham Abbey Library,37 Sun Street,Waltham Abbey,Essex,Essex,EN9 1EL,S101216
Walton Library,52 High Street,Walton-on-the-Naze,Essex,Essex,CO14 8AE,S100882
West Clacton Library,Jaywick Lane,Clacton-on-Sea,Essex,Essex,CO16 8BE,S103866
West Mersea Library,13 High Street,Colchester,Essex,Essex,CO5 8QA,S101879
Wickford Library,Market Road,Wickford,Essex,Essex,SS12 0AG,S100051
Wickham Bishops Library,School Road,Witham,Essex,Essex,CM8 3NU,S100113
Witham Library,18 Newland Street,Witham,Essex,Essex,CM8 2AQ,S100974
Wivenhoe Library,104-6 High Street,Wivenhoe,Essex,Essex,CO7 9AB,S100304
Writtle Library,45 The Green,Chelmsford,Essex,Essex,CM1 3DT,S101417
Gibson Library,2 King Street,Saffron Walden,Essex,Essex,CB10 1ES,
Library Support Unit,11 Freebournes Road,Witham,Essex,Essex,CM8 3UN,
Chrishall Community Library,"Chrishall Pavilion, Jigneys Meadow",Chrishall,Essex,Essex,SG8 8RP,
Finchingfield Community Library,"Finchingfield Guildhall, Church Hill",Finchingfield,Essex,Essex,CM7 4NN,
Great Bromley Community Library,"The Great Bromley Cross Inn, Ardleigh Road",Colchester,Essex,Essex,CO7 7TL,
Lamarsh Community Library,"Lamarsh Village Hall, Henny Road, Lamarsh",Bures,Essex,Essex,CO8 5EU,
Steeple Bumstead Community Library,"The Moot Hall, Steeple Bumpstead",Haverhill,Suffolk,Essex,CB9 7DQ,
Askew Road,87-91 Askew Road,London,Greater London,Hammersmith and Fulham,W12 9AS,
Fulham,598 Fulham Road,London,Greater London,Hammersmith and Fulham,SW6 5NX,
Shepherds Bush,6 Wood Lane,London,Greater London,Hammersmith and Fulham,W6 7AT,
Collier Row Library,45 Collier Row Road,Romford,Essex,Havering,RM5 3NR,100023217675
Elm Park Library,St Nicholas Avenue,Hornchurch,Essex,Havering,RM12 4PT,100023214017
Gidea Park Library,Balgores Lane,Romford,Essex,Havering,RM2 6BS,100023216148
Harold Wood Library,Arundel Road,Romford,Essex,Havering,RM3 0RX,100023216526
Hornchurch Library,44 North Street,Hornchurch,Essex,Havering,RM11 1TB,100023516053
Rainham Library,6 Celtic Farm Road,Rainham,Essex,Havering,RM13 9GP,100092024125
Romford Central Library,St. Edwards Way,Romford,Essex,Havering,RM1 3AR,100023211636
South Hornchurch Library,Rainham Road,Rainham,Essex,Havering,RM13 7RD,100023214503
Upminster Library,26 Corbets Tey Road,Upminster,Essex,Havering,RM14 2BB,100023215782
Botwell Green Library,"Botwell Green Sports & Leisure Centre,  East Avenue",Hayes,Middlesex,Hillingdon,UB3 2HW,
Charville Library,Bury Avenue,Hayes,Middlesex,Hillingdon,UB4 8LF,
Eastcote Library,Field End Road,Eastcote,Middlesex,Hillingdon,HA5 1RL,
Harefield Library,Park Lane,Harefield,Middlesex,Hillingdon,UB9 6BJ,
Harlington Library,Pinkwell Lane,Hayes,Middlesex,Hillingdon,UB3 1PB,
Hayes End Library,Uxbridge Road,Hayes,Middlesex,Hillingdon,UB4 8QJ,
Ickenham Library,Long Lane,Ickenham,Middlesex,Hillingdon,UB10 8RE,
Manor Farm Library,Bury Street,Ruislip,Middlesex,Hillingdon,HA4 7SU,
Northwood Hills Library,Oaklands Gate,Northwood,Middlesex,Hillingdon,HA6 1QQ,
Northwood Library,Potter Street,Northwood,Middlesex,Hillingdon,HA6 3AA,
Oak Farm Library,Sutton Court Road,Hillingdon,Middlesex,Hillingdon,UB10 9PB,
Ruislip Manor Library,Linden Avenue,Ruislip Manor,Middlesex,Hillingdon,HA4 8TW,
Uxbridge Library,13-14 High Street,Uxbridge,Middlesex,Hillingdon,UB8 1HD,
West Drayton Library,Station Road,West Drayton,Middlesex,Hillingdon,UB7 7JS,
Yeading Library,Yeading Lane,Hayes,Middlesex,Hillingdon,UB4 0EW,
Yiewsley Library,High Street,Yiewsley,Middlesex,Hillingdon,UB7 7BE,
Cowes,Beckford Road,Cowes,Isle of Wight,Isle of Wight,PO31 7SG,
Freshwater,School Green Road,Freshwater,Isle of Wight,Isle of Wight,PO40 9AP,
Lord Louis,Orchard Street,Newport,Isle of Wight,Isle of Wight,PO30 1LL,
Ryde,George Street,Ryde,Isle of Wight,Isle of Wight,PO33 2JE,
Sandown,High Street,Sandown,Isle of Wight,Isle of Wight,PO36 8AF,
Ventnor,High Street,Ventnor,Isle of Wight,Isle of Wight,PO38 1LZ,
Brompton Library,210 Old Brompton Road,London,Greater London,Kensington and Chelsea,SW5 0BS,217060921
Chelsea Library,"Chelsea Old Town Hall, King's Road",London,Greater London,Kensington and Chelsea,SW3 5EZ,217105143
Kensal Library,20 Golborne Road,London,Greater London,Kensington and Chelsea,W10 5PF,217035223
Kensington Central Library,12 Phillimore Walk,London,Greater London,Kensington and Chelsea,W8 7RX,217068403
North Kensington Library,108 Ladbroke Grove,London,Greater London,Kensington and Chelsea,W11 1PZ,217048255
Notting Hill Gate Library,1 Pembridge Square,London,Greater London,Kensington and Chelsea,W2 4EW,217105238
Halewood,"The Halewood Centre, Roseheath Drive ",Halewood,Merseyside,Knowsley,L26 9UH,40076088
Huyton,Civic Way,Huyton,Merseyside,Knowsley,L36 9GD,40056961
Bury Park Library,161 Dunstable Road,Luton,Bedfordshire,Luton,LU1 1BW,10007768486
Leagrave Library,Marsh Road,Luton,Bedfordshire,Luton,LU3 2NL,100081311192
Lewsey Library,Landrace Road,Luton,Bedfordshire,Luton,LU4 0SW,10070557470
Luton Central Library,St. George's Square,Luton,Bedfordshire,Luton,LU1 2NG,200003276961
Marsh Farm Library,"Lea Manor High School, Northwell Drive",Luton,Bedfordshire,Luton,LU3 3TL,100081193870
Stopsley Library,Hitchin Road,Luton,Bedfordshire,Luton,LU2 7UG,100081192430
"Chatham Library, Community Hub Chatham",Dock Road,Chatham,Kent,Medway,ME4 4TX,A00126
Cuxton Library,Bush Road,Cuxton,Kent,Medway,ME2 1EY,A00102
"Gillingham Library, Community Hub Gillingham",High Street,Gillingham,Kent,Medway,ME7 1BG,A00104
Grain Library,"The Chapel, Chapel Road",Isle of Grain,Kent,Medway,ME3 0BZ,A00119
"Hempstead Library, Neighbourhood Community Hub Hempstead",Hempstead Road,Gillingham,Kent,Medway,ME7 3QG,A00222
Hoo Library,Church Street,Hoo,Kent,Medway,ME3 9AL,A00105
Lordswood Library,Kestrel Road,Lordswood,Kent,Medway,ME5 8TH,A00106
Luton Library,2 Nelson Terrace,Chatham,Kent,Medway,ME5 7LA,A00108
Rainham Library,Birling Avenue ,Gillingham,Kent,Medway,ME8 7LR,A00107
"Rochester Library, Community Hub Rochester",Eastgate,Rochester,Kent,Medway,ME1 1EW,A00223
"Twydall Library, Community Hub Twydall",13-15 Twydall Green,Gillingham,Kent,Medway,ME8 6JY,A00120
Walderslade Hook Meadow Library,King George Road,Chatham,Kent,Medway,ME5 0TZ,A00111
Walderslade Village Library,"Walderslade Centre, Walderslade Road ",Chatham,Kent,Medway,ME5 9LR,A00112
Wigmore Library,208 Fairview Avenue,Gillingham,Kent,Medway,ME8 0PX,A00113
Blakelaw Library,"Blakelaw Community Centre, Binswood Avenue",Newcastle upon Tyne ,Tyne and Wear ,Newcastle Upon Tyne,NE5 3PN,4510072366
City Library,33 New Bridge Street West,Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE1 8AX,4510091960
Denton Burn Library,West Road ,Newcastle upon Tyne ,Tyne and Wear ,Newcastle Upon Tyne,NE15 7QQ,4510051973
Fenham Library,Fenham Hall Drive ,Newcastle upon Tyne ,Tyne and Wear ,Newcastle Upon Tyne,NE4 9XD,4510117847
Gosforth Library,Regent Farm Road,Newcastle upon Tyne ,Tyne and Wear ,Newcastle Upon Tyne,NE3 3HD,4510731135
High Heaton Library,Newton Place,Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE7 7HD,4510071027
Kenton Library,"Kenton Centre, Hillsview Avenue ",Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE3 3QJ,4510720135
Newburn Library,High Street ,Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE15 8LN,4510070842
Outer West Library,Denton Way ,Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE5 2QZ,4510716619
West End Library,Condercum Road ,Newcastle upon Tyne,Tyne and Wear ,Newcastle Upon Tyne,NE4 9JH,4510731131
Beckton Library,1 Kingsford Way,Beckton,London,Newham,E6 5JQ,10008997116
Canning Town Library,18 Rathbone Market,Canning Town,London,Newham,E16 1EH,10090851819
Custom House Library,Prince Regent Lane,Custom House,London,Newham,E16 3JJ,10008990024
East Ham Library,328 Barking Road,East Ham,London,Newham,E6 2RT,10014034737
Green Street Library,337-341 Green Street,Upton Park,London,Newham,E13 9AR,10009001054
Manor Park Library,685-691 Romford Road,Manor Park,London,Newham,E12 5AD,10008990819
North Woolwich Library,5 Pier Parade,North Woolwich,London,Newham,E16 2LJ,10008995497
Plaistow Library,North Street,Plaistow,London,Newham,E13 9HL,46096940
Stratford Library,3 The Grove,Stratford,London,Newham,E15 1EL,46101428
The Gate Library,6-8 Woodgrange Road,Forest Gate,London,Newham,E7 0QH,10012837157
Battle Hill Library,Coastway Shopping Forum,Battle Hill,Tyne and Wear,North Tyneside,NE28 9JE,47233601
Cullercoats Library,St. George's Road,Cullercoats,Tyne and Wear,North Tyneside,NE30 3JY,47078884
Forest Hall Library,Whitfield Road,Forest Hall,Tyne and Wear,North Tyneside,NE12 0LJ,47097102
Howdon Library,Churchill Street,Howdon,Tyne and Wear,North Tyneside,NE28 7TG,47234486
John Willie Sams Centre Library,"John Willie Sams Centre, Market Street",Dudley,Tyne and Wear,North Tyneside,NE23 7HS,47235470
Killingworth (located in the White Swan Customer First Centre),White Swan Centre,Killingworth,Tyne and Wear,North Tyneside,NE12 6SS,47102521
Longbenton Library,"Oxford Centre, West Farm Avenue",Longbenton,Tyne and Wear,North Tyneside,NE12 8LT,47210182
Monkseaton Library,Woodleigh Road,Whitley Bay,Tyne and Wear,North Tyneside,NE25 8ET,47099979
North Shields Library,Northumberland Square,North Shields,Tyne and Wear,North Tyneside,NE30 1QU,47066484
Shiremoor Library,"Shiremoor Resource Centre, Earsdon Road",Shiremoor,Tyne and Wear,North Tyneside,NE27 0HJ,47228433
Tynemouth Library,Front Street,Tynemouth,Tyne and Wear,North Tyneside,NE30 4DZ,47036897
Wideopen Library,Canterbury Way ,Wideopen,Tyne and Wear,North Tyneside,NE13 6JJ,47018716
Abingdon,The Charter,Abingdon,Oxfordshire,Oxfordshire,OX14 3LY,
Banbury,Marlborough Road,Banbury,Oxfordshire,Oxfordshire,OX16 5DB,
Berinsfield,Green Furlong,Berinsfield,Oxfordshire,Oxfordshire,OX10 7NR,
Blackbird Leys,Blackbird Leys Road,Oxford,Oxfordshire,Oxfordshire,OX4 6HT,
Botley,Elms Court,Botley,Oxfordshire,Oxfordshire,OX2 9LP,
Carterton,6 Alvescot Road,Carterton,Oxfordshire,Oxfordshire,OX18 3JH,
Chipping Norton,Goddards Lane,Chipping Norton,Oxfordshire,Oxfordshire,OX7 5NP,
Cowley,Temple Road,Oxford,Oxfordshire,Oxfordshire,OX4 2EZ,
Didcot,197 Broadway,Didcot,Oxfordshire,Oxfordshire,OX11 8DU,
Eynsham,30 Mill Street,Eynsham,Oxfordshire,Oxfordshire,OX29 4JS,
Headington,"Bury Knowle Park, North Place",Oxford,Oxfordshire,Oxfordshire,OX3 9HY,
Henley,Ravenscroft Road,Henley-on-Thames,Oxfordshire,Oxfordshire,RG9 2DH,
Kidlington,23 Oxford Road,Kidlington,Oxfordshire,Oxfordshire,OX5 2BP,
Summertown,South Parade,Thame,Oxfordshire,Oxfordshire,OX2 7JN,
Wallingford,51 High Street,Wallingford,Oxfordshire,Oxfordshire,OX10 0DB,
Wantage,Stirlings Road,Wantage,Oxfordshire,Oxfordshire,OX12 7BB,
Witney,Welch Way,Witney,Oxfordshire,Oxfordshire,OX28 6JH,
Brotton Library,"Freebrough Academy, Linden Road ",Saltburn-by-the-Sea,North Yorkshire,Redcar and Cleveland,TS12 2SJ,10023901525
Dormanstown Library,3 Farndale Square,Redcar,North Yorkshire,Redcar and Cleveland,TS10 5HQ,100110776390
Grangetown Library,172 Birchington Avenue,Middlesbrough,North Yorkshire,Redcar and Cleveland,TS6 7LP,200002525383
Guisborough Library,90 Westgate,Guisborough,North Yorkshire,Redcar and Cleveland,TS14 6AP,100110777853
Laburnum Road Library,338 Laburnum Road,Redcar,North Yorkshire,Redcar and Cleveland,TS10 3QR,100110793123
Loftus Library,Hall Grounds,Saltburn-by-the-Sea,North Yorkshire,Redcar and Cleveland,TS13 4HJ,100110777711
Marske Library,Windy Hill Lane,Redcar,North Yorkshire,Redcar and Cleveland,TS11 7BL,10034523598
Ormesby Library,Sunnyfield,Middlesbrough,North Yorkshire,Redcar and Cleveland,TS7 9BL,10034518811
Redcar Library,"Redcar & Cleveland House,  Kirkleatham Street",Redcar,North Yorkshire,Redcar and Cleveland,TS10 1RT,10023901617
Roseberry Library,"25K Centre, Ayton Road",Redcar,North Yorkshire,Redcar and Cleveland,TS10 4EW,10023908103
Saltburn Library,Windsor Road,Saltburn-by-the-Sea,North Yorkshire,Redcar and Cleveland,TS12 1AT,10034524478
Skelton Library,Consiton Road,Saltburn-by-the-Sea,North Yorkshire,Redcar and Cleveland,TS12 2HN,10034523790
South Bank Library,Normanby Road,Middlesbrough,North Yorkshire,Redcar and Cleveland,TS6 6TD,10023902383
Bentilee Library,Dawlish Drive,Stoke-on-Trent,Staffordshire ,Stoke-on-Trent,ST2 0EU,
City Central Library (Hanley),Bethesda Street,Stoke-on-Trent,Staffordshire ,Stoke-on-Trent,ST1 3RS,
Longton Library,"Sutherland Institute, Lightwood Road",Stoke-on-Trent,Staffordshire ,Stoke-on-Trent,ST3 4HY,
Meir Library,"Meir Community Education Centre, Pickford Place, Meir",Stoke-on-Trent,Staffordshire ,Stoke-on-Trent,ST3 7DY,
Tunstall Library,"Victoria Institute, The Boulevard",Stoke-on-Trent,Staffordshire ,Stoke-on-Trent,ST6 6BD,
Avonmore Library & Neighbourhood Centre,North End Crescent,London,Greater London,Hammersmith and Fulham,W14 8TG,
Cheam Library,Church Road,Cheam,Greater London,Sutton,SM3 8QH,
Library @ The Life Centre,Alcorn Close,Sutton,Greater London,Sutton,SM3 9PX,
Library @ the Phoenix Centre,Mollison Drive,Wallington,Greater London,Sutton,SM6 9NZ,
Sutton Central Library,St Nicholas Way,Sutton,Greater London,Sutton,SM1 1EA,
The Circle Library,Green Wrythe Lane,Carshalton,Greater London,Sutton,SM5 1JJ,
Wallington Library,Shotfield,Wallington,Greater London,Sutton,SM6 0HY,
Worcester Park Library,"Stone Place, Windsor Road",Worcester,Greater London,Sutton,KT4 8ES,
Brixham,Market Street,Brixham,Devon,Torbay,TQ5 8EU,
Churston,Broadsands Road,Churston,Devon,Torbay,TQ4 6LL,
Paignton,Great Western Road,Paignton,Devon,Torbay,TQ4 5AG,
Torquay,Lymington Road,Torquay,Devon,Torbay,TQ1 3DT,
Birchwood Library,Brock Road,Birchwood,Cheshire,Warrington,WA3 7PT,
Burtonwood Library,Chapel Lane,Burtonwood,Cheshire,Warrington,WA5 4PS,
Culcheth Library,Warrington Road,Culcheth,Cheshire,Warrington,WA3 5SL,
Lymm Library,Davies Way,Lymm,Cheshire,Warrington,WA13 0QW,
Padgate Library,Install Road,Padgate,Cheshire,Warrington,WA2 0HD,
Penketh Library,Honiton Way,Penketh,Cheshire,Warrington,WA5 2EY,
Stockton Heath Library,Alexandra Park,Stockton Heath,Cheshire,Warrington,WA4 2AN,
Warrington Library,Golden Square Shopping Centre,Warrington,Cheshire,Warrington,WA1 1TD,
Westbrook Library,Westbrook Crescent,Westbrook,Cheshire,Warrington,WA5 8UG,
Woolston Library,"Woolston Neighbourhood Hub, Hall Road",Woolston,Cheshire,Warrington,WA1 4PN,
Aldeburgh,Victoria Road,Aldeburgh,Suffolk,Suffolk,IP15 5EG,A1002
Beccles,Blyburgate,Beccles,Suffolk,Suffolk,NR34 9TB,A1022
Brandon,Bury Road,Brandon,Suffolk,Suffolk,IP27 0BQ,A2349
Broomhill,Sherrington Road,Ipswich,Suffolk,Suffolk,IP1 4HT,A1299
Bungay,Wharton Street,Bungay,Suffolk,Suffolk,NR35 1EL,A1989
Bury St. Edmunds,"Sergeants Walk, St. Andrews Street North",Bury St. Edmunds,Suffolk,Suffolk,IP33 1TZ,A1118
Capel St Mary,"Village Hall, The Street",Capel St. Mary,Suffolk,Suffolk,IP9 2EP,A2546
Chantry,Hawthorn Drive,Ipswich,Suffolk,Suffolk,IP2 0QY,A1290
Clare,"The Guildhall, High Street",Clare,Suffolk,Suffolk,CO10 8NY,A1133
Debenham Library,School Corner,Stowmarket,Suffolk,Suffolk,IP14 6PL,
Elmswell,Memorial Library,Elmswell,Suffolk,Suffolk,IP30 9BX,A1153
Eye,6 Cross Street,Eye,Suffolk,Suffolk,IP23 7AB,A3019
Felixstowe,Crescent Road,Felixstowe,Suffolk,Suffolk,IP11 7BY,A1166
Framlingham,"The Old Court House, Bridge Street",Framlingham,Suffolk,Suffolk,IP13 9BA,A1189
